variant,batch_id,batch_size,buy_volume,sell_volume,matched_volume,executed_trade_count,correctness_pass,total_runtime_ms,total_runtime_s,throughput_orders_per_second,encryption_time_ms,encrypted_computation_time_ms,decryption_time_ms,ciphertext_size_bytes,blockchain_time_ms,gas_used,block_number,transaction_hash,experiment_name,seed,measured_runs,warmup_runs,input_hash,matching_runtime_s_mean,matching_runtime_s_median,matching_runtime_s_std,matching_runtime_s_min,matching_runtime_s_max,encryption_runtime_s_mean,encryption_runtime_s_median,encrypted_computation_runtime_s_mean,encrypted_computation_runtime_s_median,decryption_runtime_s_mean,decryption_runtime_s_median,batch_wall_clock_runtime_s,experiment_wall_clock_runtime_s,command_wall_clock_runtime_s,command_wall_clock_runtime_ms,total_runtime_s_mean,total_runtime_s_median,total_runtime_s_std,total_runtime_s_min,total_runtime_s_max,throughput_orders_per_second_mean,throughput_orders_per_second_median,throughput_orders_per_second_std,matched_trades_count,unmatched_orders_count,audit_overhead_s_mean,audit_overhead_percent_mean,blockchain_runtime_s_mean,blockchain_tx_count_mean,blockchain_gas_used_total_mean
paillier_phe_blockchain,batch_0001,100,25027.0,23008.0,23008,0.0,False,73089.82631199979,73.08982631199979,1.3681794723813996,12061.385135199816,127.54986779909814,34.18749560005381,102400,0.0,0.0,1523.0,,paillier_phe_blockchain,42,5,1,b179599a544e57f74f1393d1fca886c3e6d36455f3f1a7fd9cfbc685969a39cd,0.0,0.0,0.0,0.0,0.0,12.061385135199815,12.051111802000378,0.1275498677990981,0.126552844998514,0.0341874956000538,0.0344812319999618,73.08982631199979,14005.029709719,14012.455259502,14012455.259502,73.08982631199979,73.08982631199979,0.0,73.08982631199979,73.08982631199979,1.3681794723813996,1.3681794723813996,0.0,0,0,0.005006716997741,0.0,0.0,0.0,0.0
paillier_phe_blockchain,batch_0002,500,131747.0,123887.0,123887,0.0,True,488700.77795000176,488.7007779500018,1.0231209414018043,64602.7424360007,159.43962420060416,35.540089999267366,511997,102126.00073700378,716649.0,1648.0,fea6ac4edf042089eb2bec191a74851d946028fb0bb5d376329d5246bb297628,paillier_phe_blockchain,42,5,1,586db1768c3025fbc1c1c07343da20ad62e29db7456f4f76e8879fe793ba4fc6,0.0,0.0,0.0,0.0,0.0,64.6027424360007,65.10902858400004,0.1594396242006041,0.1596370530023705,0.0355400899992673,0.0355414759978884,488.7007779500018,14005.029709719,14012.455259502,14012455.259502,488.7007779500018,488.7007779500018,0.0,488.7007779500018,488.7007779500018,1.0231209414018043,1.0231209414018043,0.0,0,0,102.14149091900616,0.0,102.12600073700378,3.0,716649.0
paillier_phe_blockchain,batch_0003,1000,247872.0,261641.0,247872,0.0,True,888106.0598639997,888.1060598639997,1.1259916413059214,129928.320033801,195.83610739864525,36.305825199815445,1023991,106657.6671900002,716649.0,1722.0,63f309d8f93f4debfaf8362c3ed6aedbc9a14a30c335c10379515db07370290f,paillier_phe_blockchain,42,5,1,4c561bcab53e481f95cc662b055b193762c2df91011afcd9c25ff348dac631f8,0.0,0.0,0.0,0.0,0.0,129.928320033801,130.2132019210003,0.1958361073986452,0.1945083860009617,0.0363058251998154,0.0356535610007995,888.1060598639997,14005.029709719,14012.455259502,14012455.259502,888.1060598639997,888.1060598639997,0.0,888.1060598639997,888.1060598639997,1.1259916413059214,1.1259916413059214,0.0,0,0,106.68787329000044,0.0,106.6576671900002,3.0,716649.0
paillier_phe_blockchain,batch_0004,5000,1260521.0,1236942.0,1236942,0.0,True,3960324.544269999,3960.324544269999,1.2625227917833797,641636.5650584005,443.03946860018186,34.76076000079047,5119944,97279.54340099676,716649.0,2052.0,aeaa4394663ac63301b2567d8d6fd801594dd1e938a58f9a1ecd05be853e5401,paillier_phe_blockchain,42,5,1,8bff75da552ff322acae5e7721e387536210d74a90d9606968d5a5e2a88013d9,0.0,0.0,0.0,0.0,0.0,641.6365650584005,639.208012637002,0.4430394686001818,0.435335762998875,0.0347607600007904,0.0344576040006359,3960.324544269999,14005.029709719,14012.455259502,14012455.259502,3960.324544269999,3960.324544269999,0.0,3960.324544269999,3960.324544269999,1.2625227917833797,1.2625227917833797,0.0,0,0,97.38316096799826,0.0,97.27954340099676,3.0,716649.0
paillier_phe_blockchain,batch_0005,10000,2517909.0,2548236.0,2517909,0.0,True,8593385.623636,8593.385623636,1.1636857040949171,1442511.6125029998,954.534593000426,48.49009440004011,10239885,98924.03280400322,716637.0,2768.0,64f0289eb7f1d6b14c846234c329e6dce8e93327fbb2bd9a2047dcd0b2251416,paillier_phe_blockchain,42,5,1,0fcf5fc3cc5876d4e4911d80ab5a8962c948072dcbbd96654fcb9403700a79b0,0.0,0.0,0.0,0.0,0.0,1442.511612503,1277.376958804001,0.954534593000426,0.7962848250026582,0.0484900944000401,0.0424878980011271,8593.385623636,14005.029709719,14012.455259502,14012455.259502,8593.385623636,8593.385623636,0.0,8593.385623636,8593.385623636,1.1636857040949171,1.1636857040949171,0.0,0,0,99.59018928200383,0.0,98.92403280400322,3.0,716637.0
