experiment_name,variant,batch_id,batch_size,buy_volume,sell_volume,matched_volume,reference_buy_volume,reference_sell_volume,reference_matched_volume,correctness_pass,ciphertext_size_bytes,encryption_runtime_s,encrypted_computation_runtime_s,decryption_runtime_s,created_at
paillier_phe,paillier_phe,batch_0003,1000,247872,261641,247872,247872,261641,247872,True,1023975,126.392646926,0.18448755800000072,0.03365730999985317,2026-06-10T13:15:09.677930+00:00
