experiment_name,variant,batch_id,batch_size,buy_volume,sell_volume,matched_volume,reference_buy_volume,reference_sell_volume,reference_matched_volume,correctness_pass,ciphertext_size_bytes,encryption_runtime_s,encrypted_computation_runtime_s,decryption_runtime_s,created_at
paillier_phe,paillier_phe,batch_0001,100,25027,23008,23008,25027,23008,23008,True,102400,12.290154045000008,0.1327697280000848,0.03352260699989529,2026-06-10T13:02:50.642921+00:00
