experiment_name,variant,batch_id,batch_size,buy_volume,sell_volume,matched_volume,reference_buy_volume,reference_sell_volume,reference_matched_volume,correctness_pass,ciphertext_size_bytes,encryption_runtime_s,encrypted_computation_runtime_s,decryption_runtime_s,created_at
paillier_phe,paillier_phe,batch_0004,5000,1260521,1236942,1236942,1260521,1236942,1236942,True,5119885,627.0355305529997,0.42887620999999854,0.03502615299976242,2026-06-10T13:46:59.369183+00:00
