variant,batch_id,batch_size,evidence_write_runtime_s_mean,hashing_runtime_s_mean,blockchain_runtime_s_mean,audit_overhead_s_mean,audit_overhead_percent_mean,gas_used_total_mean,transaction_time_s_mean,blockchain_tx_count_mean
paillier_phe_blockchain,batch_0002,500,0.015490182002380948,0,102.12600073700378,102.14149091900616,0.0,716649.0,102.12600073700378,3.0
paillier_phe_blockchain,batch_0003,1000,0.030206100000242486,0,106.6576671900002,106.68787329000044,0.0,716649.0,106.6576671900002,3.0
paillier_phe_blockchain,batch_0004,5000,0.10361756700150693,0,97.27954340099676,97.38316096799826,0.0,716649.0,97.27954340099676,3.0
paillier_phe_blockchain,batch_0005,10000,0.666156478000616,0,98.92403280400322,99.59018928200383,0.0,716637.0,98.92403280400322,3.0
plaintext_blockchain,batch_0001,100,0.0036487320001015178,0,105.938743961,105.9423926930001,2303213.269750998,753478.0,105.938743961,3.0
plaintext_blockchain,batch_0002,500,0.005966172999933406,0,107.55613532200005,107.56210149499998,1591120.5889017223,736414.0,107.55613532200005,3.0
plaintext_blockchain,batch_0003,1000,0.008454517000046735,0,107.57580317099992,107.58425768799997,1182897.675930872,736438.0,107.57580317099992,3.0
plaintext_blockchain,batch_0004,5000,0.03413962000000481,0,107.38420735199983,107.41834697199984,367137.6982024935,736402.0,107.38420735199983,3.0
plaintext_blockchain,batch_0005,10000,0.07027392099985263,0,107.249723571,107.31999749199986,187412.06404943444,736438.0,107.249723571,3.0
